"search-number","evaluation","evals-requested-so-far","number-people*","infectiousness*","duration*","chance-recover*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","46","160","150","91","46","28","""-1136233907""","6.666666666666667","88.70056497175142","38.360192341425645","16.99981586118719","24.175824175824175"
"1","47","160","150","91","46","28","""-1433567006""","6.666666666666667","92.3076923076923","37.23594946875983","19.831047116500415","33.64485981308411"
"1","48","160","150","91","46","28","""1543687946""","3.8834951456310676","93.22033898305084","40.20164604372865","23.12612957256424","30.952380952380953"
"1","49","160","150","91","46","28","""-876068965""","4.545454545454546","90.76086956521739","40.322822282936194","23.041909984777753","37.142857142857146"
"1","50","160","150","91","46","28","""1853143607""","0","91.46341463414635","12.231430722908225","24.783621493921054","0"
"1","51","160","150","61","30","36","""-641559566""","6.666666666666667","51.45631067961165","31.810276685363696","8.759858933809141","24.62686567164179"
"1","52","160","150","61","30","36","""121049993""","3.7037037037037033","65.3658536585366","31.303954303485735","15.948248490443007","18.96551724137931"
"1","53","160","150","61","30","36","""1700729208""","4.40251572327044","64.84018264840182","29.31160587996297","15.47143806123385","32.960893854748605"
"1","54","160","150","61","30","36","""-901250949""","6.369426751592357","57.333333333333336","30.893287240086778","10.707839898108109","41.54929577464789"
"1","55","160","150","61","30","36","""-448827136""","5.294117647058823","68.98148148148148","30.979407200456098","16.160409125529085","43.67088607594937"
"1","56","160","150","61","30","36","""51376153""","6.666666666666667","51.832460732984295","32.37032371867786","9.72781988157931","26.190476190476193"
"1","57","160","150","61","30","36","""172576436""","6.622516556291391","66.84210526315789","32.220820249996656","14.461998101327005","24.427480916030532"
"1","58","160","150","61","30","36","""1021099649""","0","58.58585858585859","8.69545881330019","16.246787263772458","0"
"1","59","160","150","61","30","36","""2014560536""","6.493506493506493","54.248366013071895","30.331457332769396","10.391124804863486","28.368794326241137"
"1","60","160","150","61","30","36","""-390348797""","6.41025641025641","66.50246305418719","31.774902508955904","12.213639613894394","20.80536912751678"
"1","61","160","150","0","47","5","""-12968559""","0","6.666666666666667","0.257547898543234","1.1597070729894694","0"
"1","62","160","150","0","47","5","""-1395037533""","0","6.666666666666667","0.2510111768968844","1.1305604400208245","0"
"1","63","160","150","0","47","5","""19327661""","0","6.666666666666667","0.2580032943113923","1.1624386099728166","0"
"1","64","160","150","0","47","5","""686185168""","0","6.7114093959731544","0.26322271962396043","1.1882741207244454","0"
"1","65","160","150","0","47","5","""-465125559""","0","6.666666666666667","0.2612584799287864","1.1733213030184377","0"
"1","66","160","150","0","47","5","""-2002128923""","0","6.666666666666667","0.27333910458599175","1.226080601466577","0"
"1","67","160","150","0","47","5","""-1701429807""","0","6.666666666666667","0.2569257804296997","1.155490389083728","0"
"1","68","160","150","0","47","5","""-1286538077""","0","6.666666666666667","0.2646885899187123","1.1898740472164424","0"
"1","69","160","150","0","47","5","""185086022""","0","6.666666666666667","0.2614434934410864","1.1748429237736395","0"
"1","70","160","150","0","47","5","""-132004919""","0","6.666666666666667","0.25546613831911946","1.148645279279701","0"
"1","71","160","150","50","49","46","""-1424939049""","6.666666666666667","75.94339622641509","46.17470225343794","14.06559334272861","45.16129032258064"
"1","72","160","150","50","49","46","""-355944140""","6.578947368421052","79.59183673469387","47.07285271202686","16.320182409222966","58.82352941176471"
"1","73","160","150","50","49","46","""807815044""","6.666666666666667","73.86934673366834","46.72099074699227","11.478474380211917","48.795180722891565"
"1","74","160","150","50","49","46","""768937371""","6.41025641025641","78.82882882882883","47.010362273787294","14.203852426645177","50"
"1","75","160","150","50","49","46","""683495068""","6.666666666666667","77.92207792207793","45.95964398539098","15.395059060673303","27.77777777777778"
"1","76","160","150","50","49","46","""1260708254""","6.666666666666667","82.88288288288288","44.876661583204545","21.117876443285372","32.01754385964912"
"1","77","160","150","50","49","46","""-1103148964""","6.493506493506493","76.99530516431925","45.049999547710634","14.295918068968486","53.5"
"1","78","160","150","50","49","46","""-1278139004""","5.806451612903226","79.2156862745098","46.156087504363285","13.35116391951334","35.9375"
"1","79","160","150","50","49","46","""1487353934""","6.578947368421052","80.46511627906978","47.36614614438389","13.119649756183906","48.61878453038674"
"1","80","160","150","50","49","46","""696686783""","6.622516556291391","75.72815533980582","46.46878808867918","15.524508244696339","44.339622641509436"
"1","81","160","150","23","66","57","""1425821648""","6.666666666666667","64.98316498316498","45.26888754760148","12.101157097951873","49"
"1","82","160","150","23","66","57","""789772972""","6.172839506172839","74.5819397993311","45.93909104970814","13.29103071066567","53.535353535353536"
"1","83","160","150","23","66","57","""1743542980""","6.666666666666667","63","49.15130609217605","9.564757780422983","39.33333333333333"
"1","84","160","150","23","66","57","""-2050942379""","6.666666666666667","67.11409395973155","46.937682273020236","10.760242443904946","51.35135135135135"
"1","85","160","150","23","66","57","""-945041947""","6.172839506172839","65.52901023890784","45.70880923748082","12.683549160061322","46.308724832214764"
"1","86","160","150","23","66","57","""363711111""","6.622516556291391","60.824742268041234","47.13841356499531","9.95878917408304","47.11864406779661"
"1","87","160","150","23","66","57","""1998804962""","6.622516556291391","67.22972972972973","47.63843820402381","11.278330129995517","56.29370629370629"
"1","88","160","150","23","66","57","""-557124210""","6.578947368421052","67.04119850187266","48.26325497348017","9.225713874839235","40"
"1","89","160","150","23","66","57","""736839585""","6.358381502890173","69.79865771812081","46.29700046448464","11.673153928039032","55.666666666666664"
"1","90","160","150","23","66","57","""-793001200""","6.666666666666667","61.42322097378277","47.83948590700995","8.480162047256101","49.83277591973244"
"1","91","160","150","4","20","1","""1930441199""","0","6.666666666666667","0.14008245497354913","0.9072175242183792","0"
"1","92","160","150","4","20","1","""-612585812""","0","6.666666666666667","0.1415451935187147","0.8956859209773055","0"
"1","93","160","150","4","20","1","""-673013242""","0","6.832298136645963","0.149869604168531","0.9431318735648709","0"
"1","94","160","150","4","20","1","""-1515831138""","0","6.666666666666667","0.12336916053362182","0.846267791352388","0"
"1","95","160","150","4","20","1","""-1074926895""","0","6.666666666666667","0.14924379627212972","0.8938784283540523","0"
"1","96","160","150","4","20","1","""2076510348""","0","6.962025316455696","0.15606896904024395","0.9649832493173434","0"
"1","97","160","150","4","20","1","""-2092081084""","0","7.18954248366013","0.14102622142313592","0.9533416835219805","0"
"1","98","160","150","4","20","1","""176657101""","0","6.832298136645963","0.14098361372086404","0.9324564494392907","0"
"1","99","160","150","4","20","1","""200433700""","0","7.386363636363637","0.16248489614295783","1.0040193592467663","0"
"1","100","160","150","4","20","1","""702986350""","0","6.666666666666667","0.12510745281330066","0.8574836861260257","0"
"1","101","160","150","82","77","32","""1182758837""","6.622516556291391","99.03381642512076","56.461416651171724","22.07407739714774","73.61111111111111"
"1","102","160","150","82","77","32","""992921801""","6.666666666666667","100","53.82327939003256","23.56097420766038","64.40677966101694"
"1","103","160","150","82","77","32","""1169227584""","6.451612903225806","99.01960784313727","55.455152888322296","21.345075939372745","77.38095238095238"
"1","104","160","150","82","77","32","""34520740""","6.666666666666667","99.06542056074767","54.806758888659196","25.599626726427715","65.71428571428571"
"1","105","160","150","82","77","32","""720070731""","5.434782608695652","100","55.722426996168124","22.304383220046056","55.223880597014926"
"1","106","160","150","82","77","32","""-2069862593""","6.666666666666667","100","52.368038391733215","26.85803660425652","58.82352941176471"
"1","107","160","150","82","77","32","""-1039852993""","6.666666666666667","100","53.7467541524865","22.167425315292412","32.35294117647059"
"1","108","160","150","82","77","32","""2051511942""","6.666666666666667","98.32402234636871","54.98344753040919","21.13976476980744","46"
"1","109","160","150","82","77","32","""412939931""","6.666666666666667","99.48979591836735","54.716431666093754","19.103766287546954","35.8974358974359"
"1","110","160","150","82","77","32","""1753977700""","6.535947712418301","98.4375","54.63617818240456","26.143498133554544","78.65168539325843"
"1","111","160","150","16","68","36","""-1205981426""","6.369426751592357","58.644067796610166","44.47629372240222","11.430608310693778","46.95945945945946"
"1","112","160","150","16","68","36","""-2083691012""","4.545454545454546","55.13698630136986","42.00084346336199","13.44187118997557","49.45054945054945"
"1","113","160","150","16","68","36","""715669028""","6.666666666666667","64.20664206642066","43.498098958430695","12.350018172468129","46.440677966101696"
"1","114","160","150","16","68","36","""1793214401""","6.666666666666667","59.45945945945946","43.868756046509745","12.379582398923402","46.666666666666664"
"1","115","160","150","16","68","36","""-1626866480""","6.329113924050633","58.075601374570454","43.547991748391084","10.439760560571786","54.08163265306123"
"1","116","160","150","16","68","36","""-184996067""","6.382978723404255","55.90277777777778","42.178815283600606","12.129488178319741","47.651006711409394"
"1","117","160","150","16","68","36","""-655565139""","6.024096385542169","64.23611111111111","44.36197527193237","12.661712483036924","42.32081911262799"
"1","118","160","150","16","68","36","""-528362227""","6.369426751592357","58.644067796610166","44.45385310720448","12.176029102069405","55.673758865248224"
"1","119","160","150","16","68","36","""-1495062373""","5.9880239520958085","58.54545454545455","42.0728425910247","11.934949481457338","51.689189189189186"
"1","120","160","150","16","68","36","""-891743095""","6.432748538011696","62.671232876712324","42.6535234530239","11.957552873687606","48.65771812080537"
"1","121","160","150","69","70","5","""-756587800""","0","98.77300613496932","10.980700151562852","27.02774324958194","0"
"1","122","160","150","69","70","5","""-1340499135""","0","98.88268156424581","25.6957415512985","31.444608436401236","0"
"1","123","160","150","69","70","5","""-191557222""","0","97.5","33.738836712975996","26.234033581664406","0"
"1","124","160","150","69","70","5","""1409522080""","0","98.88888888888889","10.697055602386708","27.04224831242868","0"
"1","125","160","150","69","70","5","""235385684""","0","97.77777777777777","11.729768519369795","26.530890698496545","0"
"1","126","160","150","69","70","5","""424899618""","0","100","9.504191240684582","26.16073117934091","0"
"1","127","160","150","69","70","5","""-1033078974""","0","98.88268156424581","11.558611785320366","27.736935969416262","0"
"1","128","160","150","69","70","5","""-477813324""","0","98.87640449438202","10.688493884959408","27.032613543930548","0"
"1","129","160","150","69","70","5","""1990580263""","0","100","35.32055050226893","33.82532859679757","0"
"1","130","160","150","69","70","5","""-1985938484""","0","97.40932642487047","12.089792649397973","26.60063040676276","0"
"1","131","160","150","24","7","38","""1147665439""","0","6.666666666666667","0.0521323449454905","0.5812419223393687","0"
"1","132","160","150","24","7","38","""-1273301931""","0","6.666666666666667","0.05200908743049244","0.5798879983106858","0"
"1","133","160","150","24","7","38","""1087585752""","0","7.9470198675496695","0.061776662758675834","0.6823121179009187","0"
"1","134","160","150","24","7","38","""-216349282""","0","12.883435582822086","0.10081628133381036","0.9142613597215543","0"
"1","135","160","150","24","7","38","""-487041652""","0","7.975460122699387","0.06563812300921792","0.6560675655210437","0"
"1","136","160","150","24","7","38","""-50173513""","0","6.666666666666667","0.051099138767891475","0.5697680727249985","0"
"1","137","160","150","24","7","38","""1033709630""","0","6.666666666666667","0.052387908766432574","0.5840862057553169","0"
"1","138","160","150","24","7","38","""117155166""","0","7.453416149068323","0.06142925379200603","0.6270252449346254","0"
"1","139","160","150","24","7","38","""-1739190966""","0","7.547169811320755","0.06102544730910535","0.6142912451346633","0"
"1","140","160","150","24","7","38","""-1175484254""","0","9.271523178807946","0.07177420686752702","0.757787509899853","0"
"1","141","160","150","52","3","34","""1801008016""","0","7.333333333333333","0.0284931171999837","0.4503879263419885","0"
"1","142","160","150","52","3","34","""1458870258""","0","6.666666666666667","0.02624994626370734","0.4146609149735409","0"
"1","143","160","150","52","3","34","""1133319018""","0","7.643312101910828","0.03401354999340258","0.45762524470366645","0"
"1","144","160","150","52","3","34","""749387875""","0","7.792207792207792","0.030446446030861617","0.46119807507442784","0"
"1","145","160","150","52","3","34","""114973444""","0","7.28476821192053","0.02834946999751297","0.44807276304763305","0"
"1","146","160","150","52","3","34","""446423741""","0","7.18954248366013","0.0289856517821388","0.42800987728786094","0"
"1","147","160","150","52","3","34","""716681510""","0","7.547169811320755","0.030536949373341768","0.4536191637887642","0"
"1","148","160","150","52","3","34","""1616357909""","0","7.6923076923076925","0.031153652754101396","0.45386582758465366","0"
"1","149","160","150","52","3","34","""651470286""","0","8.441558441558442","0.03790447605695575","0.477533313064797","0"
"1","150","160","150","52","3","34","""1872628271""","0","6.666666666666667","0.026507708626913925","0.4187054570748393","0"
"1","151","160","150","72","59","56","""518211838""","6.666666666666667","90.42553191489363","54.94278592638537","17.095324142607048","64.9402390438247"
"1","152","160","150","72","59","56","""-1174057304""","6.666666666666667","90.33816425120773","54.570994141216005","18.356893099273094","80.93385214007782"
"1","153","160","150","72","59","56","""1262042144""","6.666666666666667","92.831541218638","55.16376440409467","22.521701108457172","43.17180616740088"
"1","154","160","150","72","59","56","""-621601389""","6.666666666666667","89.28571428571429","54.55032829403088","16.470275624610963","79.14893617021276"
"1","155","160","150","72","59","56","""-1344312951""","6.666666666666667","88.77551020408163","55.206587135850384","21.15722395456727","53.52697095435685"
"1","156","160","150","72","59","56","""525860420""","6.622516556291391","93.75","52.57988628033088","23.885438626941838","71.03174603174604"
"1","157","160","150","72","59","56","""562902720""","6.535947712418301","87.37373737373737","53.935690750555665","17.102636708424498","51.68539325842697"
"1","158","160","150","72","59","56","""-1632547261""","6.666666666666667","94.05405405405406","53.223663917680874","21.255388459399715","78.30188679245283"
"1","159","160","150","72","59","56","""-1636403772""","6.622516556291391","92.63157894736842","54.07687759665706","19.943058668254473","64.96062992125984"
"1","160","160","150","72","59","56","""-192118572""","6.666666666666667","91.4572864321608","54.298020859376294","23.22427635014832","64.8936170212766"
"1","161","170","150","15","0","24","""-219052459""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","162","170","150","15","0","24","""-1748979806""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","163","170","150","15","0","24","""-494514563""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","164","170","150","15","0","24","""-2088750898""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","165","170","150","15","0","24","""-531977918""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","166","170","150","15","0","24","""1850501964""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","167","170","150","15","0","24","""381354175""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","168","170","150","15","0","24","""-929525469""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","169","170","150","15","0","24","""-929184647""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","170","170","150","15","0","24","""-1679010894""","0","6.666666666666667","0.00666000666000666","0.21071318041367967","0"
"1","171","180","150","68","90","18","""-1142113871""","3.7037037037037033","100","52.984055738589596","26.629437956184784","33.33333333333333"
"1","172","180","150","68","90","18","""1104717803""","6.666666666666667","99.50980392156863","54.36392574736349","23.056241416563225","51.92307692307693"
"1","173","180","150","68","90","18","""274679671""","6.622516556291391","99.00990099009901","52.332080525699425","19.455738225474775","60"
"1","174","180","150","68","90","18","""365345655""","6.666666666666667","99.45054945054946","51.61398478744229","24.242021789671167","67.70833333333334"
"1","175","180","150","68","90","18","""-1605490700""","6.578947368421052","98.73417721518987","53.664996549794296","23.478020890397673","58.82352941176471"
"1","176","180","150","68","90","18","""1120641118""","6.535947712418301","98.91891891891892","54.54185098955531","20.852058285018593","28.888888888888886"
"1","177","180","150","68","90","18","""-1262683283""","6.493506493506493","98.07692307692307","53.25446552727067","22.21668587016556","35"
"1","178","180","150","68","90","18","""-35965194""","5.263157894736842","100","49.141042040526905","26.42769257653738","83.33333333333334"
"1","179","180","150","68","90","18","""-141884097""","6.666666666666667","99.51923076923077","55.686892019661855","21.598864287034964","32.25806451612903"
"1","180","180","150","68","90","18","""1236864369""","2.857142857142857","98.94736842105263","50.919240950886376","26.95094935154291","44.642857142857146"
"1","181","190","150","50","69","3","""-918163299""","0","97.2972972972973","12.449845876762197","27.1848493243577","0"
"1","182","190","150","50","69","3","""589715181""","0","98.63013698630137","12.055879087452773","27.980575052847275","0"
"1","183","190","150","50","69","3","""-865416460""","0","98.10126582278481","42.43973582514256","26.137919575059442","0"
"1","184","190","150","50","69","3","""-1854700562""","0","96.71052631578947","25.59688170570203","33.70263228769113","0"
"1","185","190","150","50","69","3","""1913162161""","0","95.27027027027027","11.871095610074429","27.30101838469782","0"
"1","186","190","150","50","69","3","""-302989278""","0","97.70114942528735","12.512092849431692","28.568146120764034","0"
"1","187","190","150","50","69","3","""440620126""","0","93.67816091954023","11.321401835299564","26.110546380242443","0"
"1","188","190","150","50","69","3","""933245598""","0","97.40259740259741","11.649149357719121","26.863465227213013","0"
"1","189","190","150","50","69","3","""-917084395""","0","98.75","11.390799250879772","27.762575677207483","0"
"1","190","190","150","50","69","3","""109853980""","0","96.3157894736842","13.577737327042541","27.472683158671302","0"
"1","191","200","150","87","57","41","""-1250152352""","6.666666666666667","93.29896907216495","50.94516698243483","19.21679031279448","42.30769230769231"
"1","192","200","150","87","57","41","""430862849""","6.666666666666667","97.35449735449735","49.77607230898471","19.686365746658097","62.745098039215684"
"1","193","200","150","87","57","41","""-414870589""","6.578947368421052","93.04812834224599","50.24822772975618","18.41369860957076","70.09345794392523"
"1","194","200","150","87","57","41","""-1700074814""","6.666666666666667","95.05494505494505","50.489828802086635","23.473825276480888","62.10526315789474"
"1","195","200","150","87","57","41","""225342725""","6.666666666666667","97.72727272727273","49.18747963476605","25.373684490130408","36.36363636363637"
"1","196","200","150","87","57","41","""1701595619""","6.666666666666667","91.80327868852459","52.118968271386905","16.064793101756205","53.191489361702125"
"1","197","200","150","87","57","41","""41748780""","6.666666666666667","93.36734693877551","49.15058449043148","19.664607283165548","60.78431372549019"
"1","198","200","150","87","57","41","""-1944428546""","6.535947712418301","95.04950495049505","49.66315924690378","22.090885366913902","45.45454545454545"
"1","199","200","150","87","57","41","""-933383703""","6.622516556291391","96.62921348314607","48.12434862765123","22.286788678275325","51"
"1","200","200","150","87","57","41","""785487085""","6.666666666666667","94.6341463414634","51.06696257498857","16.883176181999623","49.51456310679612"
"1","201","210","150","7","75","86","""-1976344502""","0.6666666666666667","23","11.496463718928474","6.164697715233068","14.333333333333334"
"1","202","210","150","7","75","86","""1365830795""","6.333333333333334","25.333333333333336","13.54704777267402","4.835749322421486","17"
"1","203","210","150","7","75","86","""-641426778""","1.3333333333333335","21.333333333333336","6.7661419003052865","5.605867605027477","14.046822742474916"
"1","204","210","150","7","75","86","""1021061361""","0","7.55813953488372","0.7084273330028805","1.7998373890686123","0"
"1","205","210","150","7","75","86","""-1325666620""","6.2857142857142865","19.666666666666664","12.393785995493237","3.2748572616688203","18.666666666666668"
"1","206","210","150","7","75","86","""-908338918""","2.3333333333333335","17.666666666666668","9.588497502047668","3.5763072822925164","8.666666666666668"
"1","207","210","150","7","75","86","""886067359""","2","17.666666666666668","6.8514959868771985","3.5791766499080873","16"
"1","208","210","150","7","75","86","""509687423""","6.521739130434782","24.74916387959866","13.727176213674149","4.013521522769249","9.666666666666666"
"1","209","210","150","7","75","86","""-2005679143""","0","7.777777777777778","0.7925287505861224","1.9358599038951554","0"
"1","210","210","150","7","75","86","""1811567368""","6.172839506172839","28.999999999999996","12.417028865648714","4.7457818412433195","10.702341137123746"
"1","211","220","150","74","41","67","""113259685""","6.666666666666667","84.375","43.90266726910424","19.003971720263337","42.42424242424242"
"1","212","220","150","74","41","67","""-2133241578""","6.578947368421052","80.42328042328042","45.826936277923885","11.467267654218311","49.831649831649834"
"1","213","220","150","74","41","67","""1742585237""","6.666666666666667","79.8941798941799","44.387327060204974","16.93373099942416","41.2751677852349"
"1","214","220","150","74","41","67","""-1522402639""","6.666666666666667","76.34408602150538","45.689302679156434","11.46337220490513","52.84280936454849"
"1","215","220","150","74","41","67","""-341251164""","6.666666666666667","75.1219512195122","44.28290118510609","12.656548413583193","39.33333333333333"
"1","216","220","150","74","41","67","""-1317402264""","5.41871921182266","84.13284132841329","43.86067288116099","19.6446154722189","38"
"1","217","220","150","74","41","67","""1900260534""","6.666666666666667","79.24528301886792","45.50362232710246","12.915502752902261","42.333333333333336"
"1","218","220","150","74","41","67","""1495955461""","6.666666666666667","78.26086956521739","44.635288006086775","16.198027937395793","36.45484949832776"
"1","219","220","150","74","41","67","""385472474""","6.493506493506493","81.34715025906736","44.414139860291456","15.420956505153839","44.44444444444444"
"1","220","220","150","74","41","67","""-1066211906""","6.666666666666667","73.92857142857143","44.568776042054154","13.566151882523128","46.15384615384615"
"1","221","230","150","85","19","80","""-1359493719""","3.3333333333333335","56.4625850340136","21.332089297465036","12.7019026785596","3.3333333333333335"
"1","222","230","150","85","19","80","""-681576042""","0.6666666666666667","55.852842809364546","20.322469906117206","16.742403808995075","49.66216216216216"
"1","223","230","150","85","19","80","""2120766298""","1.6666666666666667","52.721088435374156","21.343165567656634","12.163765354863957","17"
"1","224","230","150","85","19","80","""1776925392""","0.6666666666666667","57.38255033557047","21.488460361593187","13.945045447577627","1.3333333333333335"
"1","225","230","150","85","19","80","""87645092""","1.6666666666666667","55.033557046979865","21.22433107882949","11.843144698130605","8"
"1","226","230","150","85","19","80","""999368121""","1.3333333333333335","55.18394648829431","21.143921533846523","13.97334047477976","14.381270903010032"
"1","227","230","150","85","19","80","""1910885182""","0","38.048780487804876","1.7566295719079863","6.746373511345697","0"
"1","228","230","150","85","19","80","""-822285001""","4.666666666666667","51.689189189189186","21.508296492561694","10.723272387072612","21.333333333333336"
"1","229","230","150","85","19","80","""-907787439""","5.333333333333334","50.51194539249146","21.824467877984812","11.972193075633953","18"
"1","230","230","150","85","19","80","""655298768""","2","57.71812080536913","21.184960923735325","15.691111896092476","10.666666666666668"
"1","231","240","150","82","93","73","""499398103""","6.666666666666667","100","65.232330495902","24.045016522898543","77.28813559322035"
"1","232","240","150","82","93","73","""1281884399""","6.535947712418301","100","63.983086171030564","25.951067139949117","77.59197324414716"
"1","233","240","150","82","93","73","""-2137006300""","6.666666666666667","100","65.01175336251514","23.09095508249499","77.33333333333333"
"1","234","240","150","82","93","73","""36819655""","6.666666666666667","100","65.99937683902934","19.79156008050237","69.5945945945946"
"1","235","240","150","82","93","73","""408826490""","6.535947712418301","100","65.31061664265077","21.90342717110678","77.92642140468227"
"1","236","240","150","82","93","73","""-901441726""","5.405405405405405","100","64.54771765237494","26.083004366708153","76.2541806020067"
"1","237","240","150","82","93","73","""-1549633278""","6.622516556291391","100","64.13185712263274","27.00527354317545","76.43097643097643"
